A_random,G_hybrid_weighted,I_aud_rank,K_aud_bald
24.181089274088542,24.181085205078126,24.181088256835938,24.181092325846354
23.87068888346354,25.20960896809896,24.625271606445313,24.625271606445313
25.076598103841146,27.18416544596354,23.977974446614585,23.97797546386719
26.09360555013021,26.870044962565103,24.6171142578125,24.61711730957031
24.825562540690104,25.728399658203124,24.540969848632812,24.540970865885416
24.170970662434897,24.154420979817708,26.21914265950521,26.219148763020833
