A_random,G_hybrid_weighted,I_aud_rank,K_aud_bald
9.039060974121094,9.0390625,9.039039103190104,9.03904520670573
5.382876078287761,4.84644521077474,9.53128662109375,9.531274922688802
6.817345174153646,7.1191045125325525,5.802814229329427,5.802817789713542
5.535999043782552,5.30293935139974,6.188589477539063,6.18857167561849
5.8050684611002605,4.504951477050781,6.516633097330729,6.5166575113932295
5.142082722981771,8.106626892089844,8.804901631673177,8.804901631673177
