iteration,n_labeled,rho,rho_pval,alpha_i,alpha_l
0,50,0.0,,0.5,0.5
1,65,-0.18059299191374661,0.022298007180987803,0.554177897574124,0.5
2,80,0.10140135411746182,0.22490178401375224,0.46957959376476144,0.5
3,95,-0.2379958759507845,0.006397959248600255,0.5713987627852354,0.5
4,110,0.15883374102422476,0.08998521267555873,0.45234987769273255,0.5
5,125,-0.04322832283228322,0.6693443102040955,0.5129684968496849,0.5
