A_random,G_hybrid_weighted,I_aud_rank,K_aud_bald
3.8388824462890625,3.838880920410156,3.8388829549153645,3.8388875325520835
4.542092895507812,3.685077412923177,2.2563822428385416,2.256361389160156
8.057485961914063,4.778811645507813,4.429247538248698,4.4292246500651045
5.613026428222656,4.902610778808594,6.498536682128906,6.498554992675781
7.6729278564453125,5.096436564127604,6.477659606933594,6.477671813964844
7.1928354899088545,5.923244222005208,3.9630447387695313,3.9630213419596356
