A_random,B_gmm_uncertainty,C_ensemble_qbc,D_mc_dropout,E_diversity,F_latent_clustering,G_hybrid_weighted,H_hybrid_twostage
14.688309733072916,14.688332316080729,14.688302612304687,14.688307291666666,14.688304443359375,14.688348388671875,14.688336181640626,14.688349609375
11.698430582682292,12.866480102539063,12.389967041015625,12.389957885742188,12.074012451171875,12.419278767903647,12.389963785807291,12.29135518391927
13.514727783203124,12.084566853841146,13.084510498046875,13.084506429036459,12.38427490234375,12.04724080403646,13.277102661132812,12.056485799153647
11.537859903971354,12.212426350911459,13.20633544921875,13.206363118489584,11.90430440266927,13.2030517578125,12.75902323404948,12.047421264648438
14.551672973632812,12.432193603515625,12.547934977213542,12.547935994466146,10.489881998697916,11.787689412434895,12.127398071289063,12.068779296875
12.946369222005208,14.42914815266927,12.418695475260417,12.418694864908854,12.211649169921875,10.86089599609375,11.38878173828125,13.309497884114583
12.888025919596354,12.058639526367188,12.070194905598958,12.070247802734375,10.732949625651042,11.598597412109376,12.533961181640626,13.477232462565103
11.297320353190104,11.464202270507812,11.332794189453125,11.332791748046875,12.38413106282552,11.316584676106771,13.899019978841146,12.649078572591145
13.005508422851562,12.7850927734375,11.458056640625,11.458057657877605,13.361543782552083,11.82143046061198,12.48725362141927,13.418513590494792
