A_random,G_hybrid_weighted,I_aud_rank,K_aud_bald
27.696525065104165,27.696527777777778,27.69652845594618,27.696529134114584
21.86832512749566,31.24269816080729,28.610042995876736,28.610040961371528
24.417892116970485,21.422412787543404,24.865469021267362,24.865488009982638
20.410014851888022,19.551715087890624,22.936098904079863,22.93609619140625
19.42770487467448,16.555344984266494,17.068946329752603,17.068956841362848
16.184020657009548,19.53300035264757,18.370938449435762,18.370944213867187
