A_random,G_hybrid_weighted,I_aud_rank,K_aud_bald
3.1554529825846354,3.1554519653320314,3.1554580688476563,3.1554519653320314
2.5114420572916667,2.152210489908854,2.396082560221354,2.3960749308268228
2.636822509765625,3.8932225545247396,4.491798909505208,4.491801452636719
2.1819529215494793,2.5056910196940105,2.41885986328125,2.418798828125
2.4324773152669272,4.653289286295573,3.026932779947917,3.0269485473632813
2.294172668457031,3.5438741048177085,2.5520675659179686,2.5520670572916666
