A_random,C_uncertainty,E_diversity,G_hybrid_weighted,H_hybrid_twostage
0.34772405977602355,0.34772394851401994,0.3477242628733317,0.3477241825174402,0.34772417633621777
0.35142614355793705,0.3481083737479316,0.35214997000164455,0.34810839405766236,0.3453370672685128
0.35514585927680686,0.3550143263958119,0.34910025375860704,0.3515724839987578,0.348347438706292
0.35247452612276425,0.35014345336843417,0.3568268992282726,0.349206515594765,0.35544392312014544
0.34672936775066227,0.35193672754146427,0.35628702728836625,0.3510538670751783,0.34981611437267723
0.3569142160592256,0.35097038304364236,0.35063209975207293,0.3519960447593971,0.3510703214892634
0.35158840638619887,0.35339952486532705,0.35641015900505907,0.3603494313028124,0.3586988038486904
0.3450954640353167,0.3603033984148943,0.3523291411223235,0.35475744053169533,0.343832136966564
0.34993286353570446,0.3577114025751749,0.351578328344557,0.35040695711418435,0.3441131993576332
