A_random,G_hybrid_weighted,I_aud_rank,K_aud_bald
40.884735107421875,40.88473714192708,40.884735107421875,40.884765625
40.228216552734374,40.37604573567708,38.77752888997396,38.777532958984374
39.229437255859374,40.577978515625,36.07474365234375,36.07475789388021
37.031121826171876,38.051318359375,38.14519449869792,38.14515991210938
37.940850830078126,37.83074951171875,37.750465901692706,37.75047810872396
38.4867431640625,40.936767578125,40.500799560546874,40.500797526041666
