iteration,A_random,C_uncertainty,E_diversity,G_hybrid_weighted,H_hybrid_twostage
0,0.35667243003845217,0.35667148033777873,0.3566727254125807,0.3566729413138496,0.35667238897747466
1,0.3784819735421075,0.35365335676405163,0.359759247303009,0.353653265370263,0.3585825761159261
2,0.3779374162356059,0.36915499634212917,0.35776662164264256,0.3610095394982232,0.36483512984381783
3,0.36879998445510864,0.36392769018809,0.3664390643437703,0.3514694134394328,0.36584563520219593
4,0.36088423596488106,0.35981799099180434,0.37885999812020194,0.3573263062371148,0.3744033734003703
5,0.3695460822847154,0.36710653967327544,0.36461970938576593,0.363935477203793,0.3626691619555155
6,0.3691898478402032,0.3689428594377306,0.3640114108721415,0.369380529721578,0.367812176545461
7,0.3585192826059129,0.3781520591841804,0.36275654633839927,0.38008545769585506,0.35534165170457627
8,0.3619966374503242,0.3671139121055603,0.3635027872191535,0.3751832922299703,0.349382570054796
