iteration,A_random,C_uncertainty,E_diversity,G_hybrid_weighted,H_hybrid_twostage
0,13.533572578430176,13.533570416768391,13.533570480346679,13.533574104309082,13.533569208780925
1,12.3261962890625,12.729866409301758,12.740930302937825,12.72986717224121,13.34179973602295
2,12.301477940877279,12.398788897196452,11.786001046498617,12.879592450459798,11.497560946146647
3,11.570437781016032,11.037962977091471,10.243506654103596,10.649267673492432,10.875802644093831
4,11.43356107076009,10.60788335800171,11.886100705464681,10.250961367289225,11.303810056050619
5,9.32379535039266,10.97137664159139,10.446712970733643,9.737909539540608,10.95328172047933
6,9.980900160471599,9.08534418741862,11.045847415924072,10.255070304870605,10.217854754130046
7,10.145211124420166,8.944712511698405,10.997415256500243,9.94139051437378,9.065058676401774
8,9.273382091522217,8.987278747558594,10.827096462249756,8.984708658854167,10.173388799031576
